Africana Cuisine,"9533 Belair Road, 21236",39.410196,-76.466071,https://www.africanacuisinenottingham.com/,is “known for its modern interpretation of classic dishes and its insistence on only using high quality fresh ingredients.”
Chef BobbyD Restaurant and Catering,"4032 Falls Road, 21211",39.337424,-76.637529,http://chefbobbyd.com/index.html,
Culture Caribbean Cuisine,"512 Pennsylvania Avenue, 21201",39.295141,-76.624636,https://www.facebook.com/culture512/,
Dukem,"1100 Maryland Avenue, 21201",39.302479,-76.617672,https://www.dukemrestaurant.com,"serves ""spicy stews & other traditional Ethiopian dishes served with injera bread in a bright eatery & bar."""
Fiyah Island Grill,"2416 E. Monument Street, 21205",39.298992,-76.583188,https://www.fiyahislandgrill.com,"is ""putting a version of a home cooked, authentic Jamaican meal back in the community, giving good vibes when you come in, and cooked right into your food."""
Fresh and Clean Caribbean Cuisine,"9351 Lakeside Blvd., Suite 104, 21117",39.399414,-76.799371,https://fresh-clean-cuisine.business.site/,serves authentic Caribbean cuisine.
Get it Inn Island Cuisine,"2112 Fleet Street, 21231",39.285074,-76.58647,https://getitinnislandcuisine2.com,says it has the best Jamaican food in the heart of Baltimore!
Humming Bird Carryout,"3217 Belair Road, 21213",39.320783,-76.574,https://www.restaurantji.com/md/baltimore/hummingbird-carryout-/,
Island Quizine,"locations in Windsor Mill, Towson, Reisterstown, and Woodlawn",40.1967,-85.308,https://www.islandquizine.com/,goes beyond typical Jamaican food by offering other Caribbean inspired dishes.
Judy’s Island Grill,"5216 Park Heights Avenue, 21215",39.349256,-76.677129,http://judysislandgrill.com/,"is a ""family owned and operated business and we strive to put out the highest quality, best tasting Caribbean dishes."""
K&T Island Taste,"10490 Owings Mills Blvd., 21117",39.421699,-76.778623,https://www.kandtislandtaste.com/,specializes in Jamaican cuisine.
Montego Bar and Grille,"1818 N. Charles Street, 21201",39.310475,-76.616767,https://montego-bar-grille.business.site/,
Montego Bay Restaurant and Bakery,"3602 W. Rogers Avenue, 21215",39.351594,-76.684282,https://www.montegobakeryrestaurant.com/,"uses ""all imported original ingredients and homestyle cooking methods for every tasty dish, [they] go to great lengths to ensure the most authentic Jamaican cuisine you've ever tasted!"""
Nailah’s Kitchen,,,,https://nailahskitchen.com/,
Papi Cuisine,"1928 Fleet Street, 21231",39.284932,-76.588881,https://www.getpapicuisine.com/,serves the ultimate comfort food with a cajun flair.
Peppa Flame Restaurant,"1401 E. Clement Street, 21230",39.270572,-76.594214,https://www.peppaflame.com/home/,specializes in fresh and authentic Caribbean Fusion Cuisine.
Royal Maroon Caribbean Carryout,"3127 W. Belvedere Avenue, 21215",39.34966,-76.67452,https://www.facebook.com/pages/Royal-Maroon/115922505103841,is a family-run carryout specializing in traditional Caribbean dishes & jerk chicken.
Saviour African Food Restaurant and Catering,"3341 Belair Road, 21213",39.321975,-76.572704,https://www.savioursafricanfoodrestaurant.com/,"is ""Baltimore’s favorite West African Cuisine and home to some of the best curry chicken you will have all year! [They've] got great Nigerian dishes, wonderful seafood platters, and so much more!"""
St. Mary’s Restaurant and Bar,"120 W. 25th Street, 21218",39.318016,-76.619155,https://www.stmarysrestaurantbar.com/,is known for its authentic Jamaican cuisine.
Sugarbee’s Cafe and Grill,"222 N. Charles Street, 21201",39.29208,-76.616591,http://ordersugarbeescafe.com/index.php,
Suya Spot,"10309 Grand Central Avenue, Suite 104, 21117",39.41523,-76.76474,https://suyaspot.us/,serves a variety of African food with no chemicals or preservatives. 
Sweet Home Jamaica,"3612 S. Hanover Street, 21225",39.23795,-76.60998,https://sweethomejamaica.com/,"offers a variety of Jamaican and seafood cuisine, as well as food from other Caribbean countries."
Tashes Ankh Caribbean Carryout,"8045 Liberty Road, 21244",39.353018,-76.757844,https://www.facebook.com/TashesAnkh/,is an eatery dishing out traditional Jamaican specialties.
Bentley’s Restaurant,"885 N. Howard Street, 21201",39.300577,-76.619831,https://bentleysrestaurantlounge.com/,"“specializes in contemporary American cuisine highlighting Baltimore’s renown specialties, and modern southern comfort food locally sourced with an international flare.”"
Blacksauce Kitchen,,,,https://blacksaucekitchen.square.site/,
Breaking Bread,"771 Washington Blvd., 21230",39.28277,-76.627988,https://www.facebook.com/breakingbread771/,offers their signature honey wings as well as juicy made-to-order burgers. It’s BYOB so bring your own booze!
Cafe 1908,"7 W. Preston Street, 21201",39.304276,-76.616851,https://www.facebook.com/1908cateringco/,"is the “go-to"" caterer. They serve seafood, seamoss, salads, sandwiches and more."
Chelle’s Kitchen,"3436 Belair Road, 21213",39.323326,-76.571842,https://www.facebook.com/chelles.kitchen17/?ref=page_internal,"is home of loaded potatoes! They serve soul food, subs, sandwiches, wraps and platters."
Chick’N Littlz,"5208 Park Heights Avenue, 21215",39.34899,-76.67611,https://chickn-littlez.business.site/?utm_medium=referral&utm_source=gmb,
The Civil,"518 N. Charles St., 21201",39.295813,-76.61594,https://www.thecivil.online/,
Corner Bistro,"213 Penn Street, 21230",39.285583,-76.625672,http://cbwinebar.com/,has “American best comfort food made with southern love.”
The Dancing Potato,Lexington Market,39.291694250000006,-76.62075675,https://lexingtonmarket.com/vendor/dancing-potato/,"is ""all about the fixins. Try the Baltimore Potato, with lump crab cake, mozzarella cheese, and crab sauce. Or get the Jamaica Potato, with jerk chicken, roasted corn, and tamarind sauce."" Or build your own!"
Dovecote Cafe,"2501 Madison Avenue #1f, 21217",,,http://dovecotecafe.com/,"motto is “Community First, Cafe Second.” Their menu changes often but there are always pastries, burgers, sandwiches and other savory items available."
Flavor,"15 East Centre Street, 21202",39.296143,-76.614627,https://www.flavorbaltimore.com/,“is an American bistro specializing in intimate portions and handcrafted cocktails.”
Flight American Fusion Restaurant and Bar,"5723 York Road, 21212",39.3602,-76.609658,http://www.flightbaltimore.com/,has a classic American menu with plenty of options for all dietary needs.
Friends Grille,"737 Caroll Street, 21230",39.282064,-76.626988,https://www.friendsgrille.net/,"is ""a concept that will bring the atmosphere of a neighborhood bar with the excitement of a Baltimore destination"" with sandwiches, salads, and more."
Grind & Wine,"3627 Offutt Road, 21133",39.369518,-76.797537,https://www.grindandwine.com/,"“has redefined all-day dining for local and visitors alike, offering a welcoming place to meet, hang out, eat and drink, any time of the day, seven days a week.”"
Jumpin Out the Pot,"3605 W. Rogers Avenue, 21215",39.35138,-76.68382,https://www.instagram.com/jumpinoutthepot/?hl=en,
Knotty Pine,"801 S. Conkling Street, 21224",39.283467,-76.566599,https://www.facebook.com/Knotty-Pine-Baltimore-126798730742497/,
Magdalena,"205 E. Biddle Street, 21202",39.963081,-75.602968,https://www.theivybaltimore.com/dine/restaurant/,
Melt,"6325 Windsor Mill Road, 21207",39.321429,-76.726339,https://www.meltbaltimore.com/,"serves grilled cheese sandwiches, pizza, pasta, salad, and more."
Nancy,"131 W. North Avenue, 21217",39.310572,-76.6185,https://www.mica.edu/dining-options/nancy/,"“offers breakfast, freshly-prepared lunch items and desserts along with coffee, tea and other drinks.”"
Neopol Savory Smokery,"529 E. Belvedere Avenue, 21212",39.36407,-76.60955,https://www.neopolsmokeryonline.com/,is where “wood and heat work magic on salmon and more.”
Noir Restaurant and Lounge,"5716 York Road, 21212",39.359761,-76.610401,https://noirbaltimore.com/,is a casual dining restaurant with modern American cuisine & tapas style foods.
Old Major,"900 S. Carey Street, 21223",39.28194,-76.637374,http://oldmajorbaltimore.com/,"""is an eclectic and casual bar and event space located in Southwest Baltimore’s Railroad District in Historic Pigtown/Washington Village."" Named a “Top Beer Bar” in Baltimore, with a mostly-local beer inventory that includes more than 30 varieties available on draft and in bottles and cans, Old Major serves West Indian and pub food, with vegan options."
Our Recipes Cafe and Catering,"1332 Sulphur Spring Road, 21227",39.24743,-76.694293,https://www.ourrecipescafe.com/,"is a “nostalgic blend of coffee house vibes, neighborhood convene and Grandma’s home cooking.”"
Serenity Wine Bar,"1121 Hull Street, 21230",39.273135,-76.591057,https://serenitywinecafe.com/,"has a self serve system that allows guests to choose from a 1, 3, or 6 ounce pour. Food options includes mostly pizza, sandwiches and pasta."
Shipyard Pub,"3500 O’Donnell Street, 21224",39.280696,-76.567564,https://www.shipyardpubmd.com/,has the best crushes in town!
Sporty Dog,"333 N. Charles Street, 21201",39.293627,-76.615081,https://www.sportydogcreations.com/,has every kind of handcrafted and specialty hot dog you can think of!
Station North Arts Cafe,"1816 N. Charles Street, 21201",39.31043,-76.616771,https://stationnortharts.com,"“has many low cost breakfast options and filling lunch choices. Bringing the community together through strong community values, the Cafe is a choice spot not only for eating, but also for socializing.”"
Water for Chocolate,"1841 E. Lombard Street, 21231",39.290327,-76.5905,https://www.waterforchocolate.com/,specializes in classic foods with a regional flair.
Teavolve,"1401 Aliceanna Street, 21231",39.28324,-76.59805,https://teavolvecafe.com/,"is a “mellow tearoom & cafe with free WiFi, plus coffee, cocktails & breakfast-to-dinner American eats.”"
Up in Smoke Caterers,"8212 Liberty Road, 21133",39.392268,-76.842646,https://www.upinsmokecaterers.com/,"has BBQ all year long with popular food items including ribs, pulled pork and chicken, turkey legs, pit beef, smoke turkey and chicken."
Ekiben,locations in Fells Point and Hampden,20.25845,73.50305,https://www.ekibenbaltimore.com/,"“features Asian Fusion food using the freshest ingredients to prepare ""mouth-watering, open-faced, two-hand-requiring steamed bun sandwiches and delicious rice boxes filled with heaping portions and mind-blowing flavor."""
Connie’s Chicken and Waffles,"locations in Lexington Market, Broadway Market and Charles Plaza",38.6523,-85.6252,http://www.connieschickenandwaffles.com/,has every chicken and waffle flavor variety and combination you could ever imagine.
Hey Daddy’s,"1636 McHenry Street, 21223",39.28454,-76.64342,https://heydaddys.com/,"serves breakfast all day and as well as sandwiches, wings, and other options for lunch and dinner."
Home Maid,"1400 Key Highway, 21230",39.273704,-76.603177,https://www.homemaidbrunch.com/,“meals are made from scratch with an emphasis on quality and care. Home Maid is setting the standard for what breakfast and brunch should be in Baltimore.”
Honey’s Cafe,"784 Washington Blvd., 21230",39.283176,-76.628574,https://www.facebook.com/PigtownMainSt/posts/honeys-cafe-is-open-for-business-check-it-out-for-yourself-very-cheerful-and-fri/2214873645264405/,"offers breakfast and lunch dishes including red velvet waffles, French toast topped with fried apples, shrimp and grits, and steak and eggs."
Khepera’s Kitchen,"418 E. 31st Street, 21218",39.326293,-76.61,https://www.kheperaskitchen.com/,"offers breakfast/brunch on Saturdays and Sundays between 9 am - 3 pm. It also has cooking classes, private chef services, and boutique catering."
Saturday Morning Café,"111 Water Street, 21202",39.288086,-76.61301,https://www.saturdaymorningcafe.comhttps//www.saturdaymorningcafe.com, is a “casual nook with lunch fare such as sandwiches & all-day breakfast plus occasional live music.”
Simply Marie’s,"3023 Elliott Street, 21224",39.279059,-76.57309,https://www.simplymariesbreakfast.com/,is a full-service restaurant offering delicious home-style cooking.
Sugar Mama’s,"4114 Frederick Avenue, 21229",39.281958,-76.683784,https://sugar-mamas-soul-food-restaurant.business.site,says it has southern cuisine with a twist!
Sunnyside Cafe,"2110 E. Monument Street, 21205",39.298864,-76.587313,https://www.instagram.com/sunnysidecafe13/,
Cafe 1137,"7216 Windsor Mill Road, 21244",39.337802,-76.753403,https://www.eatcafe1137.com,"offers platters of cajun seafood, wings and salads."
Capital Lounge,"1531 Pennsylvania Avenue, 21217",39.302651,-76.63313,https://www.capitalloungebaltimore.com/,is known for its stuffed potatoes and voluminous seafood platters.
Colin’s Seafood and Grill,"3653 Offutt Road, 21133",39.370395,-76.797369,https://colinsseafoodandgrill.com/,has an extensive menu for both sea and land food lovers alike.
Crabs Down Under,"4918 Hazelwood Avenue, 21206",39.342018,-76.526678,https://crabs-down-under.business.site/,“wants to give you Baltimore’s best crab experience.”
Fishnet,"520 Park Avenue, 21201",39.295482,-76.619033,https://www.eatfishnet.com/menus-2,"uses every part of the fish and is driven by the goal of making high-grade fish and seafood as accessible, and as approachable, as possible."
Goldie’s Carryout,"6212 Reisterstown Road, 21215",39.3538,-76.69913,https://www.facebook.com/pages/Goldies-Deli-and-Carry-Out/298600914366427,
Fresh Fresh Seafood,"507 York Road, 21204",39.400864,-76.602552,https://www.facebook.com/pages/Fresh-Fresh-Seafood/150930158291876,"is an ""intimate eatery featuring classic seafood options such as clams, chowder, shrimp & fish platters."""
Mackey’s Crab House,"4203 Sanner Avenue, 21206",39.331,-76.56173,https://www.yelp.com/biz/mackeys-crab-house-baltimore-2,
The Soul and Krab House,"5820 Johnnycake Road, 21207",39.29281,-76.730832,https://thesoulkrabhousellc.com/,"serves ""homemade soul food cuisine with a seafood twist!"""
The Urban Oyster,,,,https://www.theurbanoyster.com/,
Creole Soul,"R. House, 301 W. 29th Street, 21211",39.321672,-76.622237,https://creolesoulrestaurant.com/,offers a variety of cajun and seafood dishes.
Dakari Soul Food,"320 S. Hanover Street, 21225",39.2431329,-76.6084196,https://www.dakarisoulfood.com/,serves a mix of soul and Caribbean-inspired dishes.
Georgia Peach,"9223 Lakeside Blvd., 21117 or 7165 Security Blvd., 21244",39.397694,-76.791407,http://www.ilovegeorgiapeach.com/,"specializes in fine southern-style cuisine, “homemade and prepared with only the freshest ingredients.”"
The Gift Carryout,"2102 Harford Road, 21218",39.502188,-76.393191,https://www.facebook.com/TheGift2102HarfordRoad/,
Granny’s,"9712 Groffs Mill Drive, 21117",39.406902,-76.80995,http://grannysrestaurant.net/,motto is “southern cuisine with good down home cooking!”
The LVH,"4528 Harford Road, 21214",39.341833,-76.571214,https://www.facebook.com/pages/category/Southern-Restaurant/The-LVH-100358371483773/,is said to have the best mac and cheese in town.
Miss Carter’s Kitchen,"218 N. Liberty Street, 21201",39.292462,-76.616987,https://www.facebook.com/misscarterskitchen/,is known for its quality soul food in the heart of West Baltimore.
Next Phaze Café,"112 E. Lexington Street, 21202",39.29119,-76.613,http://nextphazecafe.com/,puts their “heart and soul” into their food serving great southern cuisine.
Nick’s Rotisserie,"807 Washington Blvd., 21230",39.28292,-76.62901,https://www.zmenu.com/nicks-rotisserie-baltimore-online-menu/,"specializes in rotisserie chicken, as well as macaroni and cheese, cabbage, sweet potatoes, collard greens, and cornbread."
Salaam Eatery,"2018 Denison Street, 21216",39.31044,-76.67421,https://salaam-eatery.com/,offers “good to your soul food serving lake trout.”
Southern Blues,locations in Randallstown and Parkville,19.0686,72.833601,https://www.southernbluesrestaurant.com/,serves “classic southern dishes with a modern and contemporary flair.”
Soul Kuisine Cafe,"203 E. North Avenue, 21202",39.31089,-76.613569,https://www.facebook.com/Soulkuisinecafe/,
Sweet Peaz Southern Kitchen,"1026 S. Charles Street, 21230",39.277188,-76.614707,https://www.allmenus.com/md/baltimore/838106-sweet-peaz-southern-kitchen/menu/,
Taste This,locations in Hamilton Lauraville and Charles Village,41.5336,-84.9124,http://www.tastethisbaltimore.com/,offers a “modern take on classic southern cuisine made with love and from the soul.”
Thelma Jeans’s Southern Style Cooking,"6309 Sherwood Road, Suite B, 21239",39.372614,-76.594762,https://www.thelmajeanscooking.com/,
1215 Global Heath and Wellness,"8511 Harford Road #B, 21234",,,https://www.facebook.com/pages/category/Health-Food-Store/1215-Global-Health-Wellness-112766193434861/,"is an ""organic cold pressed juice & smoothie delivery service servicing Harford County to D.C."" "
The Big Bean Theory,new location coming,-27.258341,27.969134,https://www.bigbeantheory.com/,"has everything from ""Black Bean Burgers, Falafel Burgers, Veggie Lasagna, Black Eye Pea Gumbo to Mama's Rock’n Moroccan Stew, and countless other soups and meals."""
Gangster Vegan,Cross Street Market,39.276802,-76.61373449999999,https://www.gangstervegan.com/,"is ""redefining what it is to be 'Gangster'. [They] are committed to making it ""Gangster"" to eat healthy, to spread Love, to be Kind to one another and the earth. [They] created the Brand, to create access to Real Organic Integral Unprocessed food to every community."""
The Greener Kitchen,"803 Washington Blvd., 21230",39.282718,-76.629058,https://www.thegreenerkitchen.com/,is Baltimore’s only 100% vegan deli and carryout.
The Green House Juice Cafe,"2431 St. Paul Street, 21218",39.31703,-76.61525,https://www.instagram.com/greenhousejuicecafe/?hl=en,"is a colorful vegan cafe known for wraps, salads & sweet treats, along with fresh juices & smoothies."
Juice Works,"2602 Greenmount Avenue, 21218",39.32045,-76.60993,https://www.juiceworksllc.com/,"offers a health-conscious experience with fresh salads, sandwiches, burgers, bowls, cold-pressed juices, and smoothies."
The Land of Kush,"840 N. Eutaw Street, 21201",39.300119,-76.621797,https://landofkush.com/,is known for being the ultimate destination for vegetarian and vegan eats.
Refocused Vegan,"429 N. Eutaw Street, 1N, 21201",39.294704,-76.621034,http://refocusedvegan.com/,is on a mission to save the world “one delicious plant based meal at a time” with its diverse menu.
My Mamas Vegan,"2602 Greenmount Avenue, 21218",39.32045,-76.60993,https://www.facebook.com/mymamaavegan/,
Shareef’s House of Wraps,two locations in East and West Baltimore,19.29749,-81.10949,https://www.shareefshouseofwraps.com/,is 100% Halal and known for being one of Baltimore’s healthiest carryouts.
Sprout Natural Choice,"706 Frederick Road, 21228",39.272146,-76.73181,http://www.sproutnaturalchoice.com/,"""provides the best food for your priceless body temple. [They] go the extra mile in our food preparation to bring succulent entrees, luscious salads, sandwich dishes, satisfying desserts, and of course, 100% natural juices & smoothies.”"
Sunset Raw Juice Bar,"10160 Reisterstown Road, 21117",39.412348,-76.772664,https://sunsetrawjuicebar.com/,"is ""dedicated to providing high quality products that infuse fruit, natural grain, vegetables, in a variety of raw drinks. The raw drinks are loaded with nutrients, great for cleansing and detoxifying the body, to support a healthy lifestyle."""
Terra Cafe,"101 E. 25th Street, 21218",39.317574,-76.615129,https://www.terracafebmore.com/,"“makes its food from scratch with the rawest ingredients and Baltimore's best chefs. Open since 2009, it's a staple in the Baltimore’s black community.”"
With Love Co: A Plant-Based Sip & Eat Joint,,,,https://www.facebook.com/withloveplantbased/,
Aunt Kelly’s Cookies,"857 N. Howard Street, 21201",39.299917,-76.619746,https://store11990181.ecwid.com/,is committed to making delicious cookies from scratch using fresh ingredients yielding a cookie that's chewy with a crunch.
The Avenue Bakery,"2229 Pennsylvania Avenue, 21217",39.308127,-76.639811,https://www.theavenuebakery.com,provides unique and freshly baked products and aims to continue the history and legacy of the historic Pennsylvania Avenue community.
Baked in Baltimore,"6848 Reisterstown Road, 21215",39.36003,-76.70754,https://www.yelp.com/biz/baked-in-baltimore-baltimore,
Bakeology,Cross Street Market,39.276802,-76.61373449999999,https://www.bakeologyshop.com/,"goal is to ""bake treats that are gourmet, delicious and a bit non traditional! Our goods are made small batch with local farm fresh ingredients."""
Berries by Quicha,"920 Light Street, 21230 or 5625 O’Donnell Street, 21224",39.2784,-76.61286,https://berriesbyquicha.com/,"""combines only the freshest berries and quality ingredients to create a chocolate covered strawberry parallel to none."""
Blondie’s Doughnuts,,,,https://www.facebook.com/BlondiesDough/,
Cajou Creamery,,,,https://www.cajoucreamery.com/,
Cakes by Cynthia,"3531 Washington Blvd., Suite 102, 21227",39.25028,-76.667759,https://www.cakesbycynthia.net/,
Codetta Bake Shop,,,,https://www.codettabakeshop.com,
Crust by Mack,"Whitehall Food Market, 3300 Clipper Mill Road, 21211",44.783,-64.4476,https://www.crustbymack.com,
Donut Alliance,"4311 Harford Road, 21214",39.338763,-76.573052,https://m.facebook.com/donutalliance/,serves handmade vegan donuts.
Fresh Bakery,"10351 Reisterstown Road, 21117",39.418787,-76.776898,https://www.freshbakeryonline.com/,"has treats that ""are as deliciously wholesome as they are beautifully decorated. Choose from a selection of unique square confections: signature cupcakes, cakes, cookies & bars, pies, breakfast treats, or specialty desserts."""
Ice Queens Snowball Shop,"1648 E. Fort Avenue, 21230",39.268301,-76.591069,https://www.facebook.com/icequeensllc/,
Koba Café,"644 E. Fort Avenue, 21230",39.272884,-76.604067,https://www.kobacafe.co/,"is “much more than just a full-service café with freshly made coffee, tea, breakfast, and lunch fare. Koba Café is a welcoming space for the community to gather."""
Kora Lee’s Cafe,"6421 Frederick Road, 21228",39.27518,-76.717974,https://www.koralees.com/,"serves ""beautifully handcrafted cakes, cookies, cupcakes, and tarts are made in-house from fresh ingredients. Sweets aren't your thing – check out [their] savory items. [They] have a variety of savory breakfast, brunch, lunch and dinner options made fresh in [their] kitchen daily or to-go items needed to wow weekend guests."""
Lemontopia,Cross Street Market,39.276802,-76.61373449999999,https://www.instagram.com/lemontopiabaltimore/?hl=en,is a business started by 13-year old Jamaria Crump. She sells her specialty lemonades and baked goods.
Midnite Confections Cupcakery,"1051 S. Charles Street, 21230",39.277139,-76.614154,http://www.midniteconfection.com/,"""offers freshly baked and frosted cupcakes and cookies. On a daily basis, [they] feature 12 cupcake flavors and seven cookie flavors. Also available through orders are pull apart cakes, small cakes, mini cupcakes and custom decorations including fondant logo’s and special celebration cakes."""
Natasha’s Just Brittle,"6615 Harford Road, 21214",39.362803,-76.551989,https://www.justbrittlez.com/,"shares ""amazing brittle, popcorn & candies from Baltimore with the world in a fresh, sweetly satisfying way."""
Pure Chocolate by Jinji,Belvedere Square Market,39.364233,-76.60858,http://www.jinjichocolate.com/,"sells ""pralines, barks, fudges, truffles and many more novelty creations. Jinji chocolates are also available in limited supply at area restaurants, grocers and cafes."""
Stupid Delicious,"7812 Harford Road, 21234",39.374677,-76.542822,https://www.stupiddelicious.com/,
Black Acres Roastery,"3301 Eastern Avenue, 21224",39.286317,-76.569756,https://www.blackacrescoffee.com/,"is ""an artisan coffee roaster located in the Highlandtown district of Baltimore. Every roast, [they] strive to bring out the best qualities in unique coffees from around the world. [They] ethically source beans and curate roasting profiles that provide each cup of coffee a story."""
New Secrets Tea House,"2740 Huntingdon Avenue #b, 21211",,,https://newsecretstea.com/,is “the perfect space to relax and unwind or vibe out and be creative!” They offer hot and cold teas and accompanying small plates.
Sophomore Coffee,"2223 Maryland Avenue, 21218",39.315082,-76.617785,https://sophomorecoffee.com/,"serves coffee, tea, and pastries."
Southeastern Roastery,"1433 E. Fort Avenue, 21230",39.268951,-76.594219,https://www.southeasternroastery.com/#/,"is ""committed to promoting the cultural exchange, open dialogue, and collective creativity that coffee communion has historically and internationally nurtured. Southeastern Roastery unabashedly continues in this warm tradition by offering fresh, high quality, specialty coffees and sharing inspiring roasts in love."""
Vagrant Coffee,locations above Penn Station and at the Inner Harbor,48.1896965,16.340981499999998,https://www.vagrantcoffee.com/,"goal is to take quality coffee everywhere through retail stores, specialty coffee catering, and small-batch, craft coffee, roasted in Baltimore."
